Date,Price,Open,High,Low,Vol.,Change %
"Aug 26, 2020",2369.32,2367.74,2374.68,2336.98,956.48M,0.11%
"Aug 25, 2020",2366.73,2352.15,2369.78,2340.97,771.58M,1.58%
"Aug 24, 2020",2329.83,2309.38,2332.33,2283.48,649.28M,1.10%
"Aug 21, 2020",2304.59,2306.16,2329.34,2280.97,865.73M,1.34%
"Aug 20, 2020",2274.22,2339.91,2357.08,2270.85,903.74M,-3.66%
"Aug 19, 2020",2360.54,2370.87,2380.1,2353.17,637.96M,0.52%
"Aug 18, 2020",2348.24,2405.84,2419.65,2336.78,909.75M,-2.46%
"Aug 14, 2020",2407.49,2427.85,2435,2383.69,968.12M,-1.23%
"Aug 13, 2020",2437.53,2455.28,2458.17,2412.49,907.22M,0.21%
"Aug 12, 2020",2432.35,2414.78,2432.35,2393.27,763.73M,0.57%
"Aug 11, 2020",2418.67,2396.11,2429.36,2396.11,843.44M,1.35%
"Aug 10, 2020",2386.38,2353.92,2390.51,2349.33,784.62M,1.48%
"Aug 07, 2020",2351.67,2349.25,2362.24,2333.62,812.59M,0.39%
"Aug 06, 2020",2342.61,2322.64,2352.48,2322.64,797.15M,1.33%
"Aug 05, 2020",2311.86,2289.23,2312.14,2283.95,841.30M,1.40%
"Aug 04, 2020",2279.97,2272.33,2284.66,2269.69,722.91M,1.29%
"Aug 03, 2020",2251.04,2251.65,2254.38,2237.04,648.46M,0.07%
"Jul 31, 2020",2249.37,2278.53,2281.41,2248.49,739.69M,-0.78%
"Jul 30, 2020",2267.01,2275.33,2281.33,2263.81,713.04M,0.17%
"Jul 29, 2020",2263.16,2258.35,2276.79,2252.24,899.49M,0.27%
"Jul 28, 2020",2256.99,2238.19,2266,2237.21,866.72M,1.76%
"Jul 27, 2020",2217.86,2203.48,2231.25,2203.48,928.62M,0.79%
"Jul 24, 2020",2200.44,2196.73,2219.57,2195.49,1.00B,-0.71%
"Jul 23, 2020",2216.19,2227.24,2227.24,2202.99,934.54M,-0.56%
"Jul 22, 2020",2228.66,2228.2,2238.86,2221.62,856.22M,-0.01%
"Jul 21, 2020",2228.83,2219.19,2234.86,2214.28,918.48M,1.39%
"Jul 20, 2020",2198.2,2209.59,2209.59,2183.83,686.82M,-0.14%
"Jul 17, 2020",2201.19,2187.85,2204.2,2187.85,569.30M,0.80%
"Jul 16, 2020",2183.76,2203.3,2207.34,2177.82,784.64M,-0.82%
"Jul 15, 2020",2201.88,2208.73,2216.97,2190.66,830.27M,0.84%
"Jul 14, 2020",2183.61,2176.43,2183.61,2165.6,810.95M,-0.11%
"Jul 13, 2020",2186.06,2170.51,2188.8,2163.07,650.23M,1.67%
"Jul 10, 2020",2150.25,2171.44,2171.52,2140.29,886.99M,-0.81%
"Jul 09, 2020",2167.9,2171.15,2181.48,2166.74,619.37M,0.42%
"Jul 08, 2020",2158.88,2166.76,2173.83,2150.89,677.81M,-0.24%
"Jul 07, 2020",2164.17,2202.04,2206.79,2164.03,847.43M,-1.09%
"Jul 06, 2020",2187.93,2158.95,2191.28,2157.71,666.90M,1.65%
"Jul 03, 2020",2152.41,2147.89,2153.54,2135.3,770.05M,0.80%
"Jul 02, 2020",2135.37,2116.72,2135.37,2113.98,1.09B,1.36%
"Jul 01, 2020",2106.7,2128.81,2133.55,2101.33,1.12B,-0.08%
"Jun 30, 2020",2108.33,2124.38,2134.38,2108.26,708.60M,0.71%
"Jun 29, 2020",2093.48,2105.54,2120.5,2087.84,643.16M,-1.93%
"Jun 26, 2020",2134.65,2137.47,2142.04,2115.25,761.04M,1.05%
"Jun 25, 2020",2112.37,2130.45,2143.33,2112.37,1.02B,-2.27%
"Jun 24, 2020",2161.51,2145.93,2171.86,2143.91,913.90M,1.42%
"Jun 23, 2020",2131.24,2149.13,2158.15,2110.51,917.57M,0.21%
"Jun 22, 2020",2126.73,2126.38,2142.88,2122.1,789.37M,-0.68%
"Jun 19, 2020",2141.32,2153.09,2153.57,2108.91,1.08B,0.37%
"Jun 18, 2020",2133.48,2134.35,2145.13,2120.29,767.18M,-0.35%
"Jun 17, 2020",2141.05,2133.18,2154.37,2105.26,927.52M,0.14%
"Jun 16, 2020",2138.05,2091.09,2138.08,2079.02,973.64M,5.28%
"Jun 15, 2020",2030.82,2114.41,2129.67,2030.82,1.07B,-4.76%
"Jun 12, 2020",2132.3,2088.24,2137.12,2084.63,689.90M,-2.04%
"Jun 11, 2020",2176.78,2184.36,2200.72,2148.51,827.38M,-0.86%
"Jun 10, 2020",2195.69,2187.91,2200.68,2178.12,706.29M,0.31%
"Jun 09, 2020",2188.92,2206.23,2212.17,2166.01,817.08M,0.21%
"Jun 08, 2020",2184.29,2215.6,2217.21,2174.96,854.04M,0.11%
"Jun 05, 2020",2181.87,2151.17,2187.25,2138.18,854.59M,1.43%
"Jun 04, 2020",2151.18,2181.64,2191,2139.68,1.39B,0.19%
"Jun 03, 2020",2147,2108.55,2156.55,2107.69,1.15B,2.87%
"Jun 02, 2020",2087.19,2061.45,2089.43,2059.14,1.00B,1.07%
"Jun 01, 2020",2065.08,2037.04,2065.38,2035.63,997.35M,1.75%
"May 29, 2020",2029.6,2018.37,2038.89,2006.62,1.09B,0.05%
"May 28, 2020",2028.54,2047.08,2054.52,2003.75,1.17B,-0.13%
"May 27, 2020",2031.2,2027.9,2043.44,2019.82,1.18B,0.07%
"May 26, 2020",2029.78,2001,2029.89,1997.94,1.02B,1.76%
"May 25, 2020",1994.6,1980.51,1994.9,1967.84,641.46M,1.24%
"May 22, 2020",1970.13,2001.6,2002.65,1961.4,847.47M,-1.41%
"May 21, 2020",1998.31,2003.2,2004.95,1993,601.20M,0.44%
"May 20, 2020",1989.64,1972.12,1992.2,1972.12,699.45M,0.46%
"May 19, 2020",1980.61,1977.47,1983.77,1968.59,773.41M,2.25%
"May 18, 2020",1937.11,1934.51,1943.07,1921.14,761.69M,0.51%
"May 15, 2020",1927.28,1937.63,1938.59,1913.21,866.36M,0.12%
"May 14, 2020",1924.96,1922.44,1931.43,1913.49,760.65M,-0.80%
"May 13, 2020",1940.42,1897.5,1940.42,1897.24,618.78M,0.95%
"May 12, 2020",1922.17,1938.62,1938.62,1905.17,799.93M,-0.68%
"May 11, 2020",1935.4,1953.51,1960.46,1932.87,591.28M,-0.54%
"May 08, 2020",1945.82,1944.94,1956.89,1942.54,784.77M,0.89%
"May 07, 2020",1928.61,1922,1938.5,1918.57,775.66M,-0.01%
"May 06, 2020",1928.76,1919.45,1928.76,1902.55,1.08B,1.76%
"May 04, 2020",1895.37,1906.42,1918.66,1894.29,1.15B,-2.68%
"Apr 29, 2020",1947.56,1936.89,1957.51,1934.31,1.98B,0.70%
"Apr 28, 2020",1934.09,1931.25,1941.79,1911.63,1.17B,0.59%
"Apr 27, 2020",1922.77,1897.06,1929.82,1894.62,735.66M,1.79%
"Apr 24, 2020",1889.01,1906.07,1908.29,1880.71,933.92M,-1.34%
"Apr 23, 2020",1914.73,1907.45,1923.53,1895.98,683.72M,0.98%
"Apr 22, 2020",1896.15,1855.51,1897.9,1844.85,820.36M,0.89%
"Apr 21, 2020",1879.38,1886.78,1898.32,1841.66,1.17B,-1.00%
"Apr 20, 2020",1898.36,1908.34,1925.25,1893.17,1.09B,-0.84%
"Apr 17, 2020",1914.53,1893.31,1926.02,1893.19,1.67B,3.09%
"Apr 16, 2020",1857.07,1839.51,1862.23,1828.13,878.34M,-0.00%
"Apr 14, 2020",1857.08,1846.41,1864.46,1837.17,886.77M,1.72%
"Apr 13, 2020",1825.76,1853.3,1853.3,1825.76,1.02B,-1.88%
"Apr 10, 2020",1860.7,1835.76,1861.1,1824.43,992.55M,1.33%
"Apr 09, 2020",1836.21,1838.09,1839.33,1818.3,920.57M,1.61%
"Apr 08, 2020",1807.14,1815.75,1842.16,1801.8,907.49M,-0.90%
"Apr 07, 2020",1823.6,1826.72,1838.97,1791.92,951.74M,1.77%
"Apr 06, 2020",1791.88,1745.25,1794.19,1742.67,1.22B,3.85%
"Apr 03, 2020",1725.44,1731.17,1743.91,1706.68,1.00B,0.03%
"Apr 02, 2020",1724.86,1693.53,1726.76,1664.13,766.31M,2.34%
"Apr 01, 2020",1685.46,1737.28,1762.44,1685.37,1.24B,-3.94%
"Mar 31, 2020",1754.64,1739.29,1757.81,1722.62,1.04B,2.19%
"Mar 30, 2020",1717.12,1670.34,1729.63,1659.95,767.78M,-0.04%
"Mar 27, 2020",1717.73,1756.07,1759.05,1668.21,1.08B,1.87%
"Mar 26, 2020",1686.24,1699.11,1735.75,1679.23,992.47M,-1.09%
"Mar 25, 2020",1704.76,1668.19,1707.64,1645.28,872.81M,5.89%
"Mar 24, 2020",1609.97,1523.69,1609.97,1508.68,679.29M,8.60%
"Mar 23, 2020",1482.46,1474.45,1516.75,1458.41,647.53M,-5.34%
"Mar 20, 2020",1566.15,1498.49,1566.82,1466.48,817.02M,7.44%
"Mar 19, 2020",1457.64,1626.09,1626.09,1439.43,977.67M,-8.39%
"Mar 18, 2020",1591.2,1686.12,1693.95,1591.12,728.01M,-4.86%
"Mar 17, 2020",1672.44,1640.84,1722.97,1637.88,649.78M,-2.47%
"Mar 16, 2020",1714.86,1805.43,1805.43,1714.38,682.00M,-3.19%
"Mar 13, 2020",1771.44,1722.68,1809.31,1680.6,1.04B,-3.43%
"Mar 12, 2020",1834.33,1887.97,1897.23,1808.56,850.34M,-3.87%
"Mar 11, 2020",1908.27,1965.67,1967.7,1898.27,679.72M,-2.78%
"Mar 10, 2020",1962.93,1942.85,1968.17,1934.72,638.56M,0.42%
"Mar 09, 2020",1954.77,1981.02,1989.5,1946.9,666.87M,-4.19%
"Mar 06, 2020",2040.22,2053.09,2062.57,2032.13,865.59M,-2.16%
"Mar 05, 2020",2085.26,2078.11,2089.08,2059.99,675.20M,1.26%
"Mar 04, 2020",2059.33,2005.81,2063.59,2005.81,606.29M,2.24%
"Mar 03, 2020",2014.15,2051.85,2051.85,2009.39,615.69M,0.58%
"Mar 02, 2020",2002.51,1997.03,2017.07,1969.34,528.10M,0.78%
"Feb 28, 2020",1987.01,2020.17,2031.01,1980.82,671.55M,-3.30%
"Feb 27, 2020",2054.89,2073.87,2085.4,2049.15,562.77M,-1.05%
"Feb 26, 2020",2076.77,2064.07,2089.64,2059.13,810.94M,-1.28%
"Feb 25, 2020",2103.61,2075.55,2105.49,2071.5,1.57B,1.18%
"Feb 24, 2020",2079.04,2114.04,2120.06,2079.03,948.62M,-3.87%
"Feb 21, 2020",2162.84,2165.65,2184.43,2160.28,635.47M,-1.49%
"Feb 20, 2020",2195.5,2223.55,2228.18,2186.72,709.56M,-0.67%
"Feb 19, 2020",2210.34,2222.51,2226,2191.2,591.16M,0.07%
"Feb 18, 2020",2208.88,2225.98,2232.93,2205.21,470.42M,-1.48%
"Feb 17, 2020",2242.17,2243.07,2250.05,2230.26,458.25M,-0.06%
"Feb 14, 2020",2243.59,2232.71,2251.5,2221.9,597.22M,0.48%
"Feb 13, 2020",2232.96,2245.72,2255.49,2230.3,638.67M,-0.24%
"Feb 12, 2020",2238.38,2225.95,2242.24,2214.77,632.46M,0.69%
"Feb 11, 2020",2223.12,2213.5,2233.32,2211.25,526.21M,1.00%
"Feb 10, 2020",2201.07,2185.63,2203.39,2180.51,609.57M,-0.49%
"Feb 07, 2020",2211.95,2221.49,2223.92,2198.14,800.34M,-0.72%
"Feb 06, 2020",2227.94,2184.77,2229.99,2182.25,695.22M,2.88%
"Feb 05, 2020",2165.63,2177.26,2181.52,2154.88,574.40M,0.36%
"Feb 04, 2020",2157.9,2121.22,2162.32,2120.53,624.64M,1.84%
"Feb 03, 2020",2118.88,2086.61,2126.73,2082.74,836.70M,-0.01%
"Jan 31, 2020",2119.01,2160.6,2167.23,2119.01,710.51M,-1.35%
"Jan 30, 2020",2148,2181.54,2187.45,2139.72,602.84M,-1.71%
"Jan 29, 2020",2185.28,2188.18,2195.45,2172.33,692.30M,0.39%
"Jan 28, 2020",2176.72,2192.22,2199.93,2166.23,808.88M,-3.09%
"Jan 23, 2020",2246.13,2254.54,2260.63,2241.94,509.61M,-0.93%
"Jan 22, 2020",2267.25,2238.53,2269.27,2235.13,608.51M,1.23%
"Jan 21, 2020",2239.69,2259.81,2266.31,2238.25,770.32M,-1.01%
"Jan 20, 2020",2262.64,2261.4,2277.23,2258.09,545.49M,0.54%
"Jan 17, 2020",2250.57,2261.57,2268.71,2245.58,580.82M,0.11%
"Jan 16, 2020",2248.05,2231.93,2249.09,2225.41,808.33M,0.77%
"Jan 15, 2020",2230.98,2229.8,2238.21,2223.39,746.16M,-0.35%
"Jan 14, 2020",2238.88,2243.06,2250.79,2232.94,835.90M,0.43%
"Jan 13, 2020",2229.26,2204.49,2230.43,2204.49,488.29M,1.04%
"Jan 10, 2020",2206.39,2189.48,2206.92,2188.1,594.54M,0.91%
"Jan 09, 2020",2186.45,2182.2,2186.45,2172.16,592.60M,1.63%
"Jan 08, 2020",2151.31,2156.27,2162.32,2137.72,913.83M,-1.11%
"Jan 07, 2020",2175.54,2166.6,2181.62,2164.27,568.24M,0.95%
"Jan 06, 2020",2155.07,2154.97,2164.42,2149.95,592.67M,-0.98%
"Jan 03, 2020",2176.46,2192.58,2203.38,2165.39,631.56M,0.06%
"Jan 02, 2020",2175.17,2201.21,2202.32,2171.84,494.68M,-1.02%
"Dec 30, 2019",2197.67,2202.62,2208.04,2195.65,416.40M,-0.30%
"Dec 27, 2019",2204.21,2183.7,2215.55,2177.4,490.17M,0.29%
"Dec 26, 2019",2197.93,2192.22,2198.01,2183.9,571.31M,0.36%
"Dec 24, 2019",2190.08,2206.23,2206.23,2187.58,569.97M,-0.62%
"Dec 23, 2019",2203.71,2208.22,2209.2,2196.43,502.03M,-0.02%
"Dec 20, 2019",2204.18,2205.57,2206.82,2194.8,646.68M,0.35%
"Dec 19, 2019",2196.56,2199.42,2204.73,2186.59,643.14M,0.08%
"Dec 18, 2019",2194.76,2194.92,2204.04,2187.32,591.11M,-0.04%
"Dec 17, 2019",2195.68,2179.4,2196.01,2171.09,599.53M,1.27%
"Dec 16, 2019",2168.15,2168.05,2175.01,2166.29,377.05M,-0.10%
"Dec 13, 2019",2170.25,2164.63,2170.25,2159.45,540.03M,1.54%
"Dec 12, 2019",2137.35,2120.13,2138.93,2120.13,584.64M,1.51%
"Dec 11, 2019",2105.62,2098.28,2109.22,2092.48,668.73M,0.36%
"Dec 10, 2019",2098,2081.22,2100.48,2080.16,500.06M,0.45%
"Dec 09, 2019",2088.65,2091.94,2093.81,2084.31,393.13M,0.33%
"Dec 06, 2019",2081.85,2072.44,2084.44,2070.17,440.19M,1.02%
"Dec 05, 2019",2060.74,2078.31,2084.29,2053.56,472.19M,-0.39%
"Dec 04, 2019",2068.89,2070.84,2072.91,2057.45,347.00M,-0.73%
"Dec 03, 2019",2084.07,2075.02,2085.71,2066.6,450.04M,-0.38%
"Dec 02, 2019",2091.92,2097.55,2103.87,2088.92,385.34M,0.19%
"Nov 29, 2019",2087.96,2125.53,2125.53,2085.1,433.26M,-1.45%
"Nov 28, 2019",2118.6,2116.93,2127.75,2116.58,335.23M,-0.43%
"Nov 27, 2019",2127.85,2134.47,2136.3,2118.07,367.80M,0.31%
"Nov 26, 2019",2121.35,2129.27,2139.64,2120.85,532.60M,-0.10%
"Nov 25, 2019",2123.5,2117.14,2130.04,2116.07,397.68M,1.02%
"Nov 22, 2019",2101.96,2098.89,2106.42,2093.99,519.85M,0.26%
"Nov 21, 2019",2096.6,2123.65,2125.36,2088.19,579.55M,-1.35%
"Nov 20, 2019",2125.32,2140.06,2145.97,2123.8,581.06M,-1.30%
"Nov 19, 2019",2153.24,2151.04,2154.41,2137.01,826.88M,-0.34%
"Nov 18, 2019",2160.69,2161.89,2165.89,2151.97,489.23M,-0.07%
"Nov 15, 2019",2162.18,2137.96,2165.02,2135.26,556.25M,1.07%
"Nov 14, 2019",2139.23,2127.54,2139.23,2121.32,521.11M,0.79%
"Nov 13, 2019",2122.45,2132.48,2133.37,2118.67,664.36M,-0.86%
"Nov 12, 2019",2140.92,2131.26,2140.94,2121.8,610.43M,0.79%
"Nov 11, 2019",2124.09,2139.07,2139.07,2119.07,617.27M,-0.61%
"Nov 08, 2019",2137.23,2154.18,2155.94,2133.75,574.13M,-0.33%
"Nov 07, 2019",2144.29,2141.05,2147.01,2135.45,425.66M,0.01%
"Nov 06, 2019",2144.15,2142.69,2156.23,2138.83,410.08M,0.07%
"Nov 05, 2019",2142.64,2133.66,2143.12,2128.7,400.64M,0.58%
"Nov 04, 2019",2130.24,2111.32,2130.83,2111.32,476.26M,1.43%
"Nov 01, 2019",2100.2,2084.79,2100.42,2081.53,418.31M,0.80%
"Oct 31, 2019",2083.48,2089.22,2103.71,2083.48,461.32M,0.15%
"Oct 30, 2019",2080.27,2093.51,2093.51,2075.54,415.55M,-0.59%
"Oct 29, 2019",2092.69,2103.92,2105.17,2088.04,357.66M,-0.04%
"Oct 28, 2019",2093.6,2096.67,2104.39,2089.76,269.23M,0.27%
"Oct 25, 2019",2087.89,2091.16,2091.24,2079.3,348.69M,0.11%
"Oct 24, 2019",2085.66,2089.85,2089.85,2067.9,367.72M,0.24%
"Oct 23, 2019",2080.62,2086.81,2088.25,2074.88,429.45M,-0.39%
"Oct 22, 2019",2088.86,2076.29,2093.81,2073.08,504.06M,1.16%
"Oct 21, 2019",2064.84,2067.97,2067.97,2059.33,606.11M,0.20%
"Oct 18, 2019",2060.69,2082.23,2088.54,2057.89,516.69M,-0.83%
"Oct 17, 2019",2077.94,2081.76,2087.15,2072.49,314.18M,-0.23%
"Oct 16, 2019",2082.83,2080.92,2090.01,2073.8,524.54M,0.71%
"Oct 15, 2019",2068.17,2064.78,2073.21,2064.34,464.53M,0.04%
"Oct 14, 2019",2067.4,2068.13,2075.1,2065.53,511.22M,1.11%
"Oct 11, 2019",2044.61,2048.08,2053.94,2040.48,381.15M,0.81%
"Oct 10, 2019",2028.15,2030.13,2040.88,2010.9,445.85M,-0.88%
"Oct 08, 2019",2046.25,2029.37,2046.81,2024.63,437.52M,1.21%
"Oct 07, 2019",2021.73,2031.53,2034.94,2016.19,322.18M,0.05%
"Oct 04, 2019",2020.69,2028.4,2039.43,2020.69,402.94M,-0.55%
"Oct 02, 2019",2031.91,2058.23,2058.23,2031.91,414.46M,-1.95%
"Oct 01, 2019",2072.42,2062.44,2077.48,2057.91,389.34M,0.45%
"Sep 30, 2019",2063.05,2045.77,2064.99,2042.01,327.62M,0.64%
"Sep 27, 2019",2049.93,2066.96,2066.96,2044.75,285.94M,-1.19%
"Sep 26, 2019",2074.52,2082.66,2087.33,2064.34,430.58M,0.05%
"Sep 25, 2019",2073.39,2093.47,2095.27,2072.41,651.55M,-1.32%
"Sep 24, 2019",2101.04,2090.19,2101.63,2085.91,535.77M,0.45%
"Sep 23, 2019",2091.7,2087.7,2095.54,2085.6,420.95M,0.01%
"Sep 20, 2019",2091.52,2080.86,2092.37,2077.3,589.92M,0.54%
"Sep 19, 2019",2080.35,2070.53,2089.81,2070.53,493.04M,0.46%
"Sep 18, 2019",2070.73,2064.42,2075.63,2058.52,613.15M,0.41%
"Sep 17, 2019",2062.33,2058.72,2066.33,2055.17,508.00M,0.01%
"Sep 16, 2019",2062.22,2056.26,2062.22,2044.8,493.52M,0.64%
"Sep 11, 2019",2049.2,2043.72,2050.8,2040.04,429.08M,0.84%
"Sep 10, 2019",2032.08,2024.79,2034.28,2021.58,504.39M,0.62%
"Sep 09, 2019",2019.55,2013.38,2029.8,2013.28,511.82M,0.52%
"Sep 06, 2019",2009.13,2016.11,2017.2,2005.69,384.44M,0.22%
"Sep 05, 2019",2004.75,1993.62,2015.39,1992.51,488.07M,0.82%
"Sep 04, 2019",1988.53,1962.43,1988.53,1962.08,348.72M,1.16%
"Sep 03, 2019",1965.69,1966.5,1976.37,1960.15,342.08M,-0.18%
"Sep 02, 2019",1969.19,1961.19,1973.25,1958.59,262.15M,0.07%
"Aug 30, 2019",1967.79,1951.66,1971.21,1951.3,317.73M,1.78%
"Aug 29, 2019",1933.41,1943.55,1947.15,1928.49,285.10M,-0.40%
"Aug 28, 2019",1941.09,1929.96,1943.62,1926.43,284.34M,0.86%
"Aug 27, 2019",1924.6,1928.98,1937.42,1919.28,427.04M,0.43%
"Aug 26, 2019",1916.31,1915.34,1924.49,1909.92,324.85M,-1.64%
"Aug 23, 2019",1948.3,1942.42,1953.85,1940.6,381.09M,-0.14%
"Aug 22, 2019",1951.01,1966.6,1967.96,1951.01,435.56M,-0.69%
"Aug 21, 2019",1964.65,1954.57,1971.12,1954.47,391.57M,0.22%
"Aug 20, 2019",1960.25,1942.99,1964.16,1937.53,463.60M,1.05%
"Aug 19, 2019",1939.9,1936.64,1943.09,1931.44,481.02M,0.66%
"Aug 16, 2019",1927.17,1921.49,1927.7,1911.72,421.68M,-0.58%
"Aug 14, 2019",1938.37,1946.18,1952.22,1937.23,699.59M,0.65%
"Aug 13, 2019",1925.83,1928.76,1937.68,1923.58,660.04M,-0.85%
"Aug 12, 2019",1942.29,1941.53,1949.19,1933.25,427.14M,0.23%
"Aug 09, 2019",1937.75,1940.06,1946.94,1936.14,654.34M,0.89%
"Aug 08, 2019",1920.61,1926.28,1937.95,1915.81,777.16M,0.57%
"Aug 07, 2019",1909.71,1925.33,1929.29,1901.61,760.78M,-0.41%
"Aug 06, 2019",1917.5,1900.36,1948.53,1891.81,739.59M,-1.51%
"Aug 05, 2019",1946.98,1985.93,1987.64,1945.39,639.60M,-2.56%
"Aug 02, 2019",1998.13,1995.31,2005.31,1987.12,438.54M,-0.95%
"Aug 01, 2019",2017.34,2015.09,2032.23,2009.33,461.74M,-0.36%
"Jul 31, 2019",2024.55,2036.46,2041.16,2010.95,589.39M,-0.69%
"Jul 30, 2019",2038.68,2035.32,2044.59,2032.61,547.03M,0.45%
"Jul 29, 2019",2029.48,2059.13,2063.13,2025.01,608.67M,-1.78%
"Jul 26, 2019",2066.26,2063.35,2068.16,2054.64,589.07M,-0.40%
"Jul 25, 2019",2074.48,2085.67,2088.81,2061.08,598.63M,-0.38%
"Jul 24, 2019",2082.3,2097.16,2105.68,2080.66,851.39M,-0.91%
"Jul 23, 2019",2101.45,2095.76,2106.39,2095.38,648.12M,0.39%
"Jul 22, 2019",2093.34,2090.35,2099.34,2087.51,332.63M,-0.05%
"Jul 19, 2019",2094.36,2080.21,2096.73,2076.51,394.90M,1.35%
"Jul 18, 2019",2066.55,2068.66,2073.2,2061.33,446.64M,-0.31%
"Jul 17, 2019",2072.92,2079.91,2080.01,2063.49,761.63M,-0.91%
"Jul 16, 2019",2091.87,2084.46,2096.67,2078.74,682.80M,0.45%
"Jul 15, 2019",2082.48,2083.39,2088.34,2073.1,463.52M,-0.20%
"Jul 12, 2019",2086.66,2083.53,2090.43,2077.35,403.94M,0.29%
"Jul 11, 2019",2080.58,2070.59,2088.24,2070.21,376.68M,1.06%
"Jul 10, 2019",2058.78,2061.55,2068.2,2056.48,355.68M,0.33%
"Jul 09, 2019",2052.03,2070.35,2075.3,2052.03,440.12M,-0.59%
"Jul 08, 2019",2064.17,2091.91,2092.54,2063.78,515.95M,-2.20%
"Jul 05, 2019",2110.59,2111,2115.43,2096.23,459.39M,0.09%
"Jul 04, 2019",2108.73,2102.36,2108.8,2088.97,446.93M,0.61%
"Jul 03, 2019",2096.02,2120.75,2127.71,2093.32,522.71M,-1.23%
"Jul 02, 2019",2122.02,2122.07,2130.86,2112.52,460.83M,-0.36%
"Jul 01, 2019",2129.74,2147.24,2147.24,2126.87,412.29M,-0.04%
"Jun 28, 2019",2130.62,2135.06,2139.24,2123.97,537.27M,-0.17%
"Jun 27, 2019",2134.32,2120.73,2141.27,2118.22,644.90M,0.59%
"Jun 26, 2019",2121.85,2120.2,2128.25,2115.72,736.85M,0.01%
"Jun 25, 2019",2121.64,2125.74,2136.24,2115.11,643.00M,-0.22%
"Jun 24, 2019",2126.33,2130.32,2134.48,2123.88,669.64M,0.03%
"Jun 21, 2019",2125.62,2132.38,2132.68,2120.15,692.03M,-0.27%
"Jun 20, 2019",2131.29,2121.78,2131.77,2120.42,1.01B,0.31%
"Jun 19, 2019",2124.78,2119.54,2126.74,2117.64,862.98M,1.24%
"Jun 18, 2019",2098.71,2089.31,2103.02,2089.31,600.96M,0.38%
"Jun 17, 2019",2090.73,2091.71,2103.59,2087.25,561.55M,-0.22%
"Jun 14, 2019",2095.41,2096.32,2103.02,2087.47,473.37M,-0.37%
"Jun 13, 2019",2103.15,2104.46,2108.01,2081.92,553.39M,-0.27%
"Jun 12, 2019",2108.75,2111.66,2118.89,2104.41,693.51M,-0.14%
"Jun 11, 2019",2111.81,2096.09,2114.57,2094.6,550.74M,0.59%
"Jun 10, 2019",2099.49,2087.37,2099.65,2075.51,457.64M,1.31%
"Jun 07, 2019",2072.33,2070.78,2081.16,2057.97,368.39M,0.16%
"Jun 05, 2019",2069.11,2084.16,2086.49,2065.71,380.16M,0.10%
"Jun 04, 2019",2066.97,2066.78,2072.19,2060.98,435.99M,-0.04%
"Jun 03, 2019",2067.85,2031.03,2070.58,2029.17,387.14M,1.28%
"May 31, 2019",2041.74,2029.03,2048.9,2022.97,439.18M,0.14%
"May 30, 2019",2038.8,2024.33,2040.66,2023.91,461.85M,0.77%
"May 29, 2019",2023.32,2046.71,2046.71,2016.25,380.89M,-1.25%
"May 28, 2019",2048.83,2044.77,2058.42,2038.52,494.48M,0.23%
"May 27, 2019",2044.21,2044.25,2055.13,2035.87,351.62M,-0.05%
"May 24, 2019",2045.31,2047.3,2057.38,2035.98,480.65M,-0.69%
"May 23, 2019",2059.59,2063.25,2065.86,2046.82,509.27M,-0.26%
"May 22, 2019",2064.86,2068.65,2070.8,2048.01,509.97M,0.18%
"May 21, 2019",2061.25,2056.95,2076.47,2053.69,526.86M,0.27%
"May 20, 2019",2055.71,2066.53,2077.1,2051.69,640.20M,-0.00%
"May 17, 2019",2055.8,2081.57,2082.83,2053.79,537.38M,-0.58%
"May 16, 2019",2067.69,2094.88,2095.58,2062.44,745.16M,-1.20%
"May 15, 2019",2092.78,2081.92,2100.01,2076.46,577.79M,0.53%
"May 14, 2019",2081.84,2060.24,2093.41,2056.74,696.20M,0.14%
"May 13, 2019",2079.01,2091.8,2101.09,2077.72,505.75M,-1.38%
"May 10, 2019",2108.04,2118.42,2124.92,2090.39,714.77M,0.29%
"May 09, 2019",2102.01,2159.79,2164.98,2102.01,743.51M,-3.04%
"May 08, 2019",2168.01,2151.34,2179.34,2151.34,456.33M,-0.41%
"May 07, 2019",2176.99,2172.39,2179.51,2160.44,484.10M,-0.88%
"May 03, 2019",2196.32,2209.44,2211.36,2192.36,617.88M,-0.74%
"May 02, 2019",2212.75,2192.94,2217.03,2191.3,369.06M,0.42%
"Apr 30, 2019",2203.59,2213.43,2215.77,2186.33,381.41M,-0.58%
"Apr 29, 2019",2216.43,2183.41,2216.43,2181.82,380.82M,1.70%
"Apr 26, 2019",2179.31,2178.13,2186.52,2168.15,570.17M,-0.51%
"Apr 25, 2019",2190.5,2195.47,2200.89,2187.44,441.14M,-0.48%
"Apr 24, 2019",2201.03,2229.75,2229.75,2190.29,575.10M,-0.88%
"Apr 23, 2019",2220.51,2217.61,2223.92,2212.14,481.18M,0.17%
"Apr 22, 2019",2216.65,2218.5,2227.94,2207.25,493.98M,0.02%
"Apr 19, 2019",2216.15,2223.42,2225.37,2215.58,525.26M,0.11%
"Apr 18, 2019",2213.77,2248.8,2250.11,2210.43,573.34M,-1.43%
"Apr 17, 2019",2245.89,2249.05,2252.05,2242.01,452.47M,-0.12%
"Apr 16, 2019",2248.63,2241.06,2249.89,2235.72,569.06M,0.26%
